"","id","osm_id","name","bicycle","cyclestreets_id","cycleway","cycleway.left","cycleway.left.width","cycleway.oneside.width","cycleway.otherside","cycleway.otherside.width","cycleway.right","cycleway.right.width","designation","foot","footway","highway","junction","maxspeed"
"1",1,"3031602","Newmarket Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary",NA,"20 mph"
"2",2,"3128574","Station Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary","approach","30 mph"
"3",3,"3244947","Bateman Street",NA,NA,"opposite_lane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"4",4,"3373068","Queen Edith's Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary",NA,"30 mph"
"5",5,"3374384","Lichfield Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"6",6,"3383107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,"70 mph"
"7",7,"3384861","Hobson Street","yes",NA,"opposite_lane",NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"unclassified",NA,"20 mph"
"8",8,"3576404","Cambridge Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary","approach","40 mph"
"9",9,"3651125","Cherry Hinton Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary",NA,"30 mph"
"10",10,"3665592",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_bridleway","designated",NA,"cycleway",NA,NA
"11",11,"3665594",NA,"designated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permissive",NA,"cycleway",NA,NA
"12",12,"3665597","Comfrey Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"13",13,"3665599","Clover Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"14",14,"3665604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"15",15,"3665613","Mallets Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"16",16,"3665617","Keates Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"17",17,"3665618","Drayton Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"18",18,"3665623","Shepherds Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"19",19,"3665624","Pen Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"20",20,"3665628","Chequers Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"21",21,"3665629","Applewood Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"22",22,"3665631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"23",23,"3665632","The Orchards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"24",24,"3665634","Headington Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"25",25,"3665655","Rectory Terrace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"26",26,"3665658","Love Lane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"cycleway",NA,NA
"27",27,"3667017","Mill End Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"28",28,"3667019","High Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"29",29,"3667020","Desmond Avenue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"30",30,"3667024","Cherry Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"31",31,"3667031","Sidney Farm Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"32",32,"3667032","Daws Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"33",33,"3667033","Conway Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"34",34,"3667035","Claygate Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"35",35,"3667040","Rickard Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"36",36,"3667049","Friars Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"37",37,"3677960","The Firs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"38",38,"3678094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"70 mph"
"39",39,"3678161","Cherry Hinton Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary",NA,"60 mph"
"40",40,"3699430","Hatherdene Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"41",41,"3702163","Wright's Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"42",42,"3702166","Ongar Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"43",43,"3702172","Rachel Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"44",44,"3702173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"45",45,"3702178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"46",46,"3702181","Musgrave Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"47",47,"3702190","Newmarket Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"primary","roundabout","30 mph"
"48",48,"3702200","Brentwood Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"49",49,"3702202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"50",50,"3702208","Chigwell Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"51",51,"3702209","Francis Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"52",52,"3702210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"53",53,"3702211","Pembroke Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"54",54,"3702212","Coggeshall Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"55",55,"3702215","Bergholt Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"56",56,"3702217","Lady Jermy Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"57",57,"3702221","Thetford Terrace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"58",58,"3702223","Spurgeons Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"59",59,"3702228","Loughton Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"60",60,"3702232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"61",61,"3702233","Sunnyside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"62",62,"3702235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"63",63,"3702236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"64",64,"3702237","Lapwings Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"65",65,"3702253","Tiptree Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"66",66,"3702278",NA,"designated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"residential",NA,NA
"67",67,"3702280","Field Lane","designated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"byway_open_to_all_traffic","designated",NA,"track",NA,NA
"68",68,"3702433","Church Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary",NA,"60 mph"
"69",69,"3702434","Thulborn Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"70",70,"3702435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"71",71,"3702436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"72",72,"3702437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary_link",NA,"60 mph"
"73",73,"3702438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary_link",NA,"60 mph"
"74",74,"3703520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"75",75,"3708567","Arbury Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary",NA,"30 mph"
"76",76,"3713812","Scotland Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"77",77,"3752104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"78",78,"3752106","Birdwood Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary",NA,"30 mph"
"79",79,"3752112","Budleigh Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"80",80,"3752114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"81",81,"3752126","Nuttings Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"82",82,"3752127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"83",83,"3752136","Brooks Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"84",84,"3752139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"85",85,"3752140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"86",86,"3752143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"87",87,"3752146","Kathleen Elliott Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"88",88,"3752147","Kathleen Elliott Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"89",89,"3752148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"90",90,"3752163","The Paddocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"91",91,"3752164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"92",92,"3752178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"93",93,"3752179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"94",94,"3752180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"95",95,"3752185","Norton Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"96",96,"3752186","Rawlyn Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"97",97,"3752190","Quainton Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"98",98,"3752196","Rawlyn Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"99",99,"3752200","Gerard Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"100",100,"3752201","Stanesfield Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"101",101,"3752203","Elfleda Road","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"residential",NA,"30 mph"
"102",102,"3752206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"103",103,"3752207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"104",104,"3752210","Railway Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"105",105,"3752214","Pamplin Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"106",106,"3752215","St Andrew's Glebe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"107",107,"3752216","Queens Meadow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"108",108,"3752220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"109",109,"3752221","Wolsey Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"110",110,"3752223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"111",111,"3752985","Hanson Cement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"112",112,"3753381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"113",113,"3823211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"114",114,"3823212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"115",115,"3823218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"116",116,"3823219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"117",117,"3823224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"footway",NA,NA
"118",118,"3823228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"119",119,"3823229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"120",120,"3823230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"121",121,"3823232","Braybrooke Place",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"122",122,"3823233","Reilly Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"123",123,"3823234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"124",124,"3823236","March Lane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"125",125,"3823243","Neale Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"126",126,"3823244","Tenby Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"127",127,"3823263","Kelsey Crescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"128",128,"3823264","Kelsey Crescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"129",129,"3823266","Kelsey Crescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"130",130,"3823274","Leyburn Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"131",131,"3823287","Fennec Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"132",132,"3823297","Mandrill Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"133",133,"3823298","Panther Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"134",134,"3823299","Caribou Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"135",135,"3826038","Wilkin Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"136",136,"3841363",NA,NA,"53871",NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"steps",NA,NA
"137",137,"3875333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"138",138,"3875334","Egerton Road","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"residential",NA,NA
"139",139,"3875360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"140",140,"3875362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"141",141,"3875367","Beadle Industrial Estate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"142",142,"3875374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"143",143,"3875375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"144",144,"3875378","Ditton Fields",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"145",145,"3875381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"146",146,"3875385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"primary_link",NA,NA
"147",147,"3875392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"148",148,"3875396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"149",149,"3875400","St Bartholomew's Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"150",150,"3875401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"cycleway",NA,NA
"151",151,"3875403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"cycleway",NA,NA
"152",152,"3875406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"153",153,"3875407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"154",154,"3875465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"155",155,"3875469","Riverside Place",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"156",156,"3875472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"157",157,"3875476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"158",158,"3875478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"primary_link",NA,"30 mph"
"159",159,"3875503","Rowlinson Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"160",160,"3875509","Beche Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"161",161,"3875510","Godesdone Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"162",162,"3875513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"163",163,"3875518","The Mallards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"164",164,"3875527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"165",165,"3875528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"166",166,"3875533","Vera's Way","destination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"destination",NA,"cycleway",NA,NA
"167",167,"3875539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"168",168,"3875543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"primary_link",NA,"30 mph"
"169",169,"3875544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"primary_link",NA,"30 mph"
"170",170,"3904044","Greenlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"171",171,"3904046","Stansgate Avenue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"172",172,"3904052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"primary","roundabout","30 mph"
"173",173,"3904062","Hills Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"primary","approach","30 mph"
"174",174,"3959564","Cromwell Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"175",175,"3959566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"176",176,"3959568","Cromwell Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"177",177,"3959569","Fairfax Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"178",178,"3959570","Fairfax Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"179",179,"3959571","Fairfax Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"180",180,"3959573","Brampton Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"181",181,"3959575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"182",182,"3959576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"183",183,"3959580","Cavendish Place",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"184",184,"3959581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"185",185,"3959584","Wetenhall Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"186",186,"3959588","Cromwell Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"187",187,"3959589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"188",188,"3959594","Bill Briggs Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"189",189,"3959595","Ross Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"190",190,"3959596","Ross Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"191",191,"3959597","Ross Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"192",192,"3959600","Vinery Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"193",193,"3959604","Hemingford Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"194",194,"3959606","Danesbury Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"195",195,"3959610","St Philip's Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"196",196,"3959617","St Philip's Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"197",197,"3959618","St Philip's Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"198",198,"3959620","Tom Amey Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"199",199,"3959622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"200",200,"3959624","Wycliffe Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"201",201,"3959625","Wycliffe Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"202",202,"3959627","Coldhams Grove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"203",203,"3986744","Regent Street",NA,NA,NA,"lane","1.25",NA,NA,NA,"lane","1.25",NA,NA,NA,"unclassified",NA,"20 mph"
"204",204,"3986745",NA,NA,NA,"lane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unclassified",NA,NA
"205",205,"3986746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"206",206,"3986748",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unclassified",NA,NA
"207",207,"3986750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
