"","id","osm_id","name","bicycle","cyclestreets_id","cycleway","cycleway.left","cycleway.left.width","cycleway.oneside.width","cycleway.otherside","cycleway.otherside.width","cycleway.right","cycleway.right.width","designation","foot","footway","highway","junction","maxspeed"
"1194",1194,"8066457","Iceni Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"1195",1195,"8066459","Buttercup Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"1196",1196,"8066470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tertiary","approach","30 mph"
"1197",1197,"8066476","Circus Drive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"1198",1198,"8066481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"1199",1199,"8299622","Lady Jermy Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"1200",1200,"8300744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"1201",1201,"8302401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"1202",1202,"9039616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"cycleway",NA,NA
"1203",1203,"9678055","Newmarket Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"primary",NA,"30 mph"
"1204",1204,"10220757","Robinson Way","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"service",NA,"20 mph"
"1205",1205,"10565233",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1206",1206,"10864916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1207",1207,"10864929",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1208",1208,"10865014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1209",1209,"10865054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1210",1210,"11099312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1211",1211,"11099376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1212",1212,"11099894","Rope Walk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"1213",1213,"12682144","Cowley Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unclassified",NA,NA
"1214",1214,"12727892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1215",1215,"13261403",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1216",1216,"13262827","Cam Towpath","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"cycleway",NA,NA
"1217",1217,"13488289","Silver Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unclassified",NA,"20 mph"
"1218",1218,"13855423","Brackyn Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"1219",1219,"13855433","Brackyn Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"1220",1220,"13864094","Rose Crescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pedestrian",NA,NA
"1221",1221,"13870759",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1222",1222,"14474172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"1223",1223,"14680109","Scout Hut path","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1224",1224,"15394834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1225",1225,"15805138","Unity Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"steps",NA,NA
"1226",1226,"22117876","Earl Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"1227",1227,"23206008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1228",1228,"23207229","Portugal Street","dismount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pedestrian",NA,NA
"1229",1229,"23207535","Church Rate Walk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1230",1230,"23255072","Newingham Crescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1231",1231,"23255073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1232",1232,"23255241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,"60 mph"
"1233",1233,"23255243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"1234",1234,"23278024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1235",1235,"23428810",NA,"yes",NA,"track",NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1236",1236,"23428873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1237",1237,"23428880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1238",1238,"23439476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1239",1239,"23440119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1240",1240,"23440137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1241",1241,"23441835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1242",1242,"23441939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1243",1243,"23442122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1244",1244,"23466326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,"10 mph"
"1245",1245,"23469538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1246",1246,"23659277",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1247",1247,"23659282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1248",1248,"23659292",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1249",1249,"23659297",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1250",1250,"23659374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1251",1251,"23721098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1252",1252,"23799054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1253",1253,"23799055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1254",1254,"23799056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"1255",1255,"23799057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"1256",1256,"23911370","Cavendish Avenue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"1257",1257,"24004576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"primary","approach","50 mph"
"1258",1258,"24160783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"track",NA,NA
"1259",1259,"24160784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1260",1260,"24270501","Long Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"primary",NA,"30 mph"
"1261",1261,"24369271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1262",1262,"24443713","Bridge Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unclassified",NA,"20 mph"
"1263",1263,"24493042","Riverside Bridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"cycleway",NA,NA
"1264",1264,"24493044","Riverside Bridge","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"cycleway",NA,NA
"1265",1265,"24493046","Riverside Bridge","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1266",1266,"24493050","Scholars Walk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"living_street",NA,NA
"1267",1267,"24493054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1268",1268,"24556999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1269",1269,"24612952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1270",1270,"24746129","Grebe Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"30 mph"
"1271",1271,"24746132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1272",1272,"24768652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1273",1273,"24768653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"1274",1274,"24768654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"steps",NA,NA
"1275",1275,"24768655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1276",1276,"24768656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"steps",NA,NA
"1277",1277,"24885144","Sandy Lane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"1278",1278,"24977762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1279",1279,"24990945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"footway",NA,NA
"1280",1280,"24992148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permissive",NA,"footway",NA,NA
"1281",1281,"24992680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","yes",NA,"footway",NA,NA
"1282",1282,"24999156",NA,"designated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"designated",NA,"bridleway",NA,NA
"1283",1283,"24999173",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"footway",NA,NA
"1284",1284,"25003446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"track",NA,NA
"1285",1285,"25003460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1286",1286,"25003628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_bridleway","yes",NA,"cycleway",NA,NA
"1287",1287,"25315142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1288",1288,"25404196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1289",1289,"25404480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1290",1290,"25468149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1291",1291,"25670805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1292",1292,"25722042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1293",1293,"25722051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"path",NA,NA
"1294",1294,"25751115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1295",1295,"25757308","Clare Bridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1296",1296,"25774333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"steps",NA,NA
"1297",1297,"25774638",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1298",1298,"25775216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1299",1299,"25775240",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_bridleway","designated",NA,"bridleway",NA,NA
"1300",1300,"25840960",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1301",1301,"25840961",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1302",1302,"26089051","Low Fen Drove Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"byway_open_to_all_traffic",NA,NA,"track",NA,NA
"1303",1303,"26115693","Chariot Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1304",1304,"26136045","Iceni Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA
"1305",1305,"26151136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1306",1306,"26193742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1307",1307,"26193847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1308",1308,"26200353","The Avenue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1309",1309,"26201064","Kitchen//Wren Bridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1310",1310,"26212661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1311",1311,"26212691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"steps",NA,NA
"1312",1312,"26249813",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1313",1313,"26370626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"footway",NA,NA
"1314",1314,"26415175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"1315",1315,"26415204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1316",1316,"26415205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1317",1317,"26446037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1318",1318,"26471013","Engledow Drive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1319",1319,"26512451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1320",1320,"26648555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1321",1321,"26707956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"steps",NA,NA
"1322",1322,"26707958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1323",1323,"26799356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1324",1324,"26801422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1325",1325,"26801693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1326",1326,"26801694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"steps",NA,NA
"1327",1327,"26801695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1328",1328,"26801698",NA,NA,"54149",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"steps",NA,NA
"1329",1329,"26801700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1330",1330,"26801731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"footway",NA,NA
"1331",1331,"26801826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"footway",NA,NA
"1332",1332,"26801827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"footway",NA,NA
"1333",1333,"26810259",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"path",NA,NA
"1334",1334,"26810390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1335",1335,"26816320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"track",NA,NA
"1336",1336,"26816327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1337",1337,"26816418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"footway",NA,NA
"1338",1338,"26816419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"footway",NA,NA
"1339",1339,"27046988",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1340",1340,"27047628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1341",1341,"27048274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"steps",NA,NA
"1342",1342,"27102436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1343",1343,"27110491","St Tibb's Row",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unclassified",NA,NA
"1344",1344,"27136798","St Barnabas Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"cycleway",NA,NA
"1345",1345,"27154476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1346",1346,"27167246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"1347",1347,"27261441",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1348",1348,"27281043",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1349",1349,"27281056",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pedestrian",NA,NA
"1350",1350,"27290042",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1351",1351,"27292548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unclassified",NA,NA
"1352",1352,"27293334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1353",1353,"27301604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1354",1354,"27301607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1355",1355,"27493357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"1356",1356,"27493460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"1357",1357,"27521791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"1358",1358,"27521926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"1359",1359,"27546069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA
"1360",1360,"27558405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1361",1361,"27561233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1362",1362,"27561237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1363",1363,"27644228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1364",1364,"27644256","Wenvoe Close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,"20 mph"
"1365",1365,"27644398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1366",1366,"27680073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1367",1367,"27733871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1368",1368,"27738049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1369",1369,"27738069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1370",1370,"27815980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"1371",1371,"27816044","Wadloes Footpath","designated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"public_footpath","designated",NA,"cycleway",NA,NA
"1372",1372,"27827017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"1373",1373,"27827018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
"1374",1374,"28028224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1375",1375,"28028229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1376",1376,"28176094",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1377",1377,"28176095",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1378",1378,"28176096","Romsey Recreation Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1379",1379,"28176098","Romsey Recreation Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1380",1380,"28182643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1381",1381,"28182644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track",NA,NA
"1382",1382,"28201153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permissive",NA,"bridleway",NA,NA
"1383",1383,"28263963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1384",1384,"28263965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1385",1385,"28263967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1386",1386,"28263969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1387",1387,"28263971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1388",1388,"28263973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1389",1389,"28267436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"steps",NA,NA
"1390",1390,"28267482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1391",1391,"28267483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1392",1392,"28267487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1393",1393,"28342992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"cycleway",NA,NA
"1394",1394,"28344987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1395",1395,"28344989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1396",1396,"28345000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1397",1397,"28348434",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"footway",NA,NA
"1398",1398,"28403917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1399",1399,"28403919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1400",1400,"28403920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1401",1401,"28403921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1402",1402,"28404127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA
"1403",1403,"28530951",NA,NA,NA,"track",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cycleway",NA,NA
