"id","osm_id","width","widthpath"
10735,3567401,6.8,6.1
10736,3567401,6.1,7.7
10738,3567502,9.7,9.1
10739,3567502,9.1,10.9
10740,3567502,12.6,11.6
10741,3567502,12,11.9
10744,3567502,10.5,12.4
10746,3567502,11.5,13.2
10750,3567503,8.8,9.9
10751,3567503,17,10.1
10753,3567503,8,10.6
10754,3567503,10.3,8.9
10756,3567503,11.4,13.8
10757,3567503,10.6,12.9
10758,3567503,10.8,8.9
10759,3567503,10,13.9
10760,3567503,10,9
10762,3567504,8.9,11.2
10763,3567504,9.9,12.8
10765,3567504,6.6,9.3
10766,3567504,7.2,9.9
10767,3567504,9.9,12
10769,3567504,9.3,11.8
10770,3567504,10.1,10.9
10771,3567504,9.1,10.6
10772,3567504,8.2,8.2
10773,3567504,10.4,11.4
10775,3567504,8.6,7.4
10778,3567771,NA,NA
10779,3567771,8.7,11
10781,3567771,8.7,11
10784,3567772,7.1,12.6
10785,3567772,7.3,12.8
10786,3567776,8.8,11.9
10787,3567776,8.1,11.9
10788,3567776,9,13.3
10789,3567776,9.7,12
10790,3567778,11.1,14.5
10791,3567778,11.1,13.5
10792,3567778,10.1,10.6
10793,3567778,11.5,14.5
10795,3567778,11,14.2
10796,3567778,12,12.9
10797,3567778,12.6,15.9
10799,3567778,13.7,12.5
10802,3578226,8.4,11.1
10803,3578226,8.7,12.6
10804,3578229,5.9,7.8
10805,3578229,6.1,8
10806,3578229,6.1,7.5
10807,3578233,9.7,12.1
10809,3578233,9.6,12.2
10811,3578233,10.5,12.4
10812,3578233,11.7,12.6
10813,3578235,NA,NA
10814,3578235,6,9.4
10816,3578235,6,7.9
10819,3730252,9.4,2.3
10820,3730252,10,11.3
10821,3730254,11.8,17.1
10822,3730254,14.6,18.4
10823,3730254,8.9,8.2
10824,3730254,18,9.8
10826,3730325,10.3,16.4
10830,3730643,7.3,8.9
10831,3730643,7.3,10.5
10832,3730643,7.5,11.5
10833,3730644,17.2,23.4
10839,3730647,8.4,18
10843,3730661,9.6,11.7
10844,3730662,14.9,12.5
10848,3730664,16.1,15.4
10849,3730664,5.5,15.4
10854,3877196,9.2,16.9
10855,3877196,9.3,14.5
10856,3877197,8.5,11.9
10857,3877197,7.3,12.3
10858,3877197,6.9,13
10860,3877197,9.9,15.2
10862,3877197,6.7,9.2
10863,3877197,6.2,8.8
10864,3877197,7.3,8.4
10870,3877711,6.8,6.4
10871,3877711,5.9,4.8
10872,3877711,7.2,9
10873,3877711,8.5,11
10874,3877712,6.5,10
10876,3877712,7.3,9.5
10877,3877712,7.5,8.8
10878,3877713,9.5,9.8
10879,3877713,12.4,9.1
10880,3877713,8.1,9.9
10882,3877718,8.2,6.2
10886,3878216,9,9
10888,3878216,5.7,6
10889,3878216,5.8,6.6
10890,3878216,6.9,9.4
10895,3878218,7.9,7.8
10896,3878218,8.2,7.7
10897,3878220,7.1,10.2
10899,3878220,5.9,7.6
10900,3878220,4.9,7.3
10902,3878220,5,7
10903,3878220,5.6,7
10904,3878220,5.8,8.1
10906,3878220,4.7,9.5
10907,3878220,6.1,10.1
10909,3878220,5.7,11.4
10911,3878221,9.3,11.4
10913,3878221,8.8,10.7
10914,3878221,8.5,9.3
10916,3878221,6.5,4.4
10917,3878221,8.4,11.5
10918,3878221,7.7,12.5
10919,3878221,6.4,10.2
10920,3878221,6.2,8.1
10921,3878221,8.5,7.4
10922,3878221,8,12
10923,3878221,8.3,10
10930,3894321,7.5,11.7
10931,3894321,NA,NA
10933,3894322,NA,NA
10934,3894322,9.5,15
10938,3994822,9.9,11.1
10940,3994822,9.1,15.7
10941,3994822,NA,NA
10956,4002664,9.9,7.5
10957,4002664,6.4,10.8
10958,4002665,9.4,13.7
10959,4002665,12.2,14.8
10963,4002665,13.3,15.5
10967,4002666,NA,NA
10969,4002679,10.3,14.5
10971,4002679,8.9,12.4
10972,4002722,14.9,16.5
10973,4002722,9.1,11.4
10977,4002731,4.6,12.6
10978,4002731,5.6,14.8
10979,4002731,4.3,13.2
10980,4002732,9.4,14.5
10981,4002732,10.1,13.6
10985,4002740,10.4,14.1
10987,4002740,9.6,13.5
10990,4002780,11,17.4
10991,4002780,9.4,15.1
10993,4002784,6.2,7.5
10997,4002784,6.2,7.1
10998,4002785,8.8,12.9
11000,4002785,8.8,16.1
11001,4002785,9.3,14.4
11002,4002785,11.5,15.4
11003,4002785,13.4,17.9
11005,4002786,7.9,12.8
11007,4002786,6.9,18.5
11008,4002786,6,8.5
11009,4002786,13.5,14
11012,4003165,8.9,16
11014,4003165,8.2,12.6
11015,4003167,8,8.4
11017,4003168,9.6,4.8
11018,4003168,8.9,13.3
11019,4003171,7.6,9.3
11020,4003171,7.6,9.8
11021,4003171,7.9,9.7
11022,4003171,7.2,10.7
11023,4003171,7.1,10.7
11024,4003172,7.5,9.8
11027,4003175,11.9,14.1
11029,4003178,6.8,1.2
11031,4003181,7.6,8.3
11032,4003181,9.6,7.4
11034,4003181,7.5,8.2
11036,4003185,5.9,8
11037,4006391,10,14.8
11038,4006391,11.3,15
11039,4006391,11,14.5
11040,4006392,6.5,12.1
11041,4006392,7.4,12.9
11042,4006392,7.8,13.5
11043,4006392,7.7,11.6
11044,4006392,8.5,13.7
11045,4006392,8.7,13.2
11047,4007141,7.7,12.9
11048,4013075,7.5,9.9
11049,4013075,7.6,10.6
11050,4013075,7.5,9.4
11051,4013075,7.5,9.3
11052,4013075,7.2,11.7
11054,4013153,9,16.4
11055,4013153,9,14.6
11056,4013153,8.3,15.6
11057,4013153,9.5,17.2
11058,4013153,9.6,13.8
11059,4013153,9.3,14
11061,4013153,8.9,13.5
11063,4013153,9,13.7
11065,4013153,9.6,13.9
11066,4013153,8.9,10.7
11068,4013154,8.8,11.7
11069,4013154,8.8,13.8
11070,4013154,9.6,13.5
11077,4013274,8.8,12.6
11080,4013274,8.1,11.1
11081,4013275,7.3,10
11082,4013275,7.3,9.4
11083,4013275,7.3,11
11085,4013276,8.9,9.6
11087,4013276,9.4,12.7
11088,4013277,7,11.8
11090,4013278,6.3,10.1
11092,4013281,6.3,6.5
11093,4013281,6.2,8.2
11094,4013281,5.9,6.9
11095,4013282,6.8,10.5
11096,4013282,6.5,9
11097,4013282,6.3,7.8
11098,4013285,5.8,7.5
11100,4013285,6.1,8.5
11101,4013285,7.3,11
11102,4013287,9.1,10.1
11104,4013287,8.7,9
11106,4013287,7.9,7.2
11107,4013287,8,9
11108,4013287,8,10.1
11109,4013288,8.1,16.6
11110,4013288,6.9,12.1
11114,4013288,9.5,15.3
11115,4013288,8,15.2
11116,4013288,7.4,14.1
11118,4013288,11.5,9.2
11119,4013378,10.4,15.3
11120,4013378,8.7,13.8
11124,4013379,7.5,9.9
11125,4013379,7.8,9.2
11126,4013379,7.8,11
11128,4013380,9.5,8.8
11129,4013380,17.4,19.5
11130,4013380,10.9,11.6
11131,4013380,10.8,13.8
11132,4013380,10.3,10.1
11136,4013381,8.4,9.6
11137,4013381,8.5,12.7
11138,4013381,8.3,11.6
11140,4013381,8.2,11.1
11142,4013381,13.1,10.8
11143,4013381,8.3,10.9
11144,4013382,8.9,11.8
11145,4013382,8.3,11.4
11148,4013383,7.8,12.5
11150,4013383,10.8,14.8
11151,4013383,9.1,8.6
11152,4013387,8.2,10.7
11153,4013387,8.5,12.5
11154,4013387,7.5,10.6
11155,4013387,7,8.8
11156,4013387,7.9,9.1
11158,4013387,7.3,9.9
11161,4013397,8.8,13.5
11162,4013397,9.4,15.3
11163,4013397,9.5,13.5
11165,4013398,9.2,12.1
11166,4013398,9.2,12.4
11167,4013398,9.1,13.9
11168,4013398,9.4,12.7
11169,4013398,9.5,15.8
11170,4013398,9.6,13.3
11171,4013398,8.7,8.7
11172,4013398,9.1,13.7
11173,4013398,9.2,13.6
11174,4013398,9.2,NA
11175,4013398,9.1,NA
11176,4013398,9.3,NA
11178,4013398,9.6,NA
11179,4013398,9.4,9.5
11180,4013398,9.2,11.7
11181,4013401,5.6,8.1
11182,4013401,5.8,10.8
11183,4013401,6.1,9.7
11184,4013401,5.8,7.5
11185,4013402,7.1,11.3
11186,4013402,7.8,12.8
11188,4019152,8.2,7
11189,4019152,7,NA
11192,4019152,5,NA
11199,4019214,NA,NA
11205,4019216,6.1,8.1
11234,4019288,3.4,NA
11236,4019343,12.7,16.4
11237,4019345,10.1,16.7
11242,4019347,6.4,11.5
11244,4019347,7.1,8.4
11245,4019348,9.4,9.8
11246,4019348,10.3,10.2
11248,4019349,6.2,13.8
11249,4019350,6.9,10.6
11250,4019350,8.2,10.4
11251,4019350,8.4,10.8
11252,4019350,6.4,5.4
11254,4019352,7.8,7.1
11256,4019479,9.9,7.5
11257,4019479,8.8,8.9
11258,4019479,8.3,5.7
11260,4019483,8.4,9.4
11261,4019483,7.5,11.6
11262,4019483,9.4,11.6
11263,4019483,8.8,11.6
11264,4019484,8.7,9.1
11265,4019484,10.6,9.4
11266,4019484,NA,NA
11272,4019485,7.2,9.9
11273,4019485,6.8,9.6
11275,4019485,11.3,12.7
11278,4019485,13.9,15.7
11279,4019485,10.1,11
11280,4019485,12,15.3
11281,4019485,11,14.7
11286,4019488,12.2,18.1
11287,4019488,13.9,14.1
11288,4019488,6,18.9
11290,4019489,7.1,12.8
11291,4019491,NA,NA
11292,4019491,NA,NA
11293,4035390,9.2,10.4
11294,4035390,7.8,9.2
11295,4035390,9.9,12.5
11296,4035390,9.4,13.3
11306,4035393,9.1,14.1
11307,4035393,7.6,10.9
11309,4035393,11.1,12.8
11310,4035393,14,9.5
11311,4035393,11.6,14.2
11312,4036212,6,7.9
11313,4036212,7.9,10.6
11314,4036212,9.2,10.8
11315,4036212,8.6,8.5
11316,4036212,6.7,7.9
11317,4036212,5.6,7.4
11318,4036212,5.6,7.9
11320,4036212,5.4,NA
11321,4036212,5.6,8.1
11322,4036212,5.7,6.6
11324,4036212,7.6,8.7
11326,4036212,7.6,8.3
11328,4036212,7.8,9.2
11329,4036216,NA,NA
11330,4036216,NA,NA
11331,4036216,7.9,10.4
11333,4036217,6.2,8.1
11341,4036225,7.1,6.9
11342,4036227,12,14.2
11343,4036227,11.6,14.1
11345,4036227,10.5,12.9
11346,4036227,10.2,13
11347,4036227,10.4,11.7
11350,4036228,12.7,17.7
11352,4036228,9.5,9.3
11355,4036228,9.1,12.5
11356,4036228,8.6,11.2
11357,4036228,NA,NA
11358,4036230,7.4,9
11359,4036230,7.5,8.3
11360,4036230,7.7,9.7
11361,4036233,7.5,8.2
11362,4036233,9.4,10.6
11363,4036233,7.2,8.2
11364,4036233,8.3,9.6
11365,4036233,7,6.3
11369,4067394,7.4,7.4
11370,4067395,4.1,14.7
11374,4067404,NA,NA
11395,4067410,11.8,9.5
11396,4067410,6.3,7.7
11397,4067410,7.8,10
11398,4067411,6.3,7.8
11399,4067411,8,9
11401,4067411,8.9,10.6
11402,4067411,9.1,8.3
11403,4067411,10.6,10.7
11404,4067411,13.9,14.5
11405,4067411,13.5,13.6
11407,4067411,8.7,7.4
11408,4067411,9.1,9.8
11409,4067412,9,12.6
11411,4067412,8.8,9.6
11413,4067414,10.4,14.9
11414,4067414,10.9,12.2
11416,4067415,8.2,9.7
11417,4067415,7.5,1.7
11418,4067415,7,0
11424,4067424,7.2,10.5
11425,4067424,7.6,11.7
11426,4067430,7.2,12.2
11427,4067430,7.4,12.2
11428,4067430,7.2,10
11429,4067430,7.5,11.3
11430,4067430,7.3,8.9
11431,4067430,7,8.5
11432,4067430,7.4,NA
11433,4067430,6.9,8.3
11435,4067430,6.2,8.3
11436,4067434,NA,NA
11437,4067434,9.4,14.3
11438,4067436,7,11.1
11439,4067436,8.8,12.4
11442,4067625,7.8,9.1
11443,4067625,7.9,9.4
11448,4067625,6.1,10.1
11449,4067625,5.7,8.4
11453,4067627,16.2,12.5
11454,4067627,9.8,9.8
11456,4067629,7.8,8.4
11457,4067629,8.9,10.5
11458,4067629,6.7,7.9
11460,4067656,7.8,9.6
11462,4067658,10.4,2.3
11463,4067658,7.9,7.2
11466,4076203,4.2,6.1
11467,4076205,5.7,6.5
11468,4076205,6.4,9.1
11469,4076205,6.4,9.3
11489,4081679,7.2,9.4
11490,4081681,7,9.8
11491,4081681,6.1,8.8
11492,4081682,6.1,8.1
11494,4081682,7.6,10.4
11495,4081682,10.8,7.9
11497,4081683,9.7,9.7
11499,4081683,8.6,7.1
11500,4081688,7.1,10.1
11501,4081688,7,9.4
11502,4081688,7.3,9.4
11503,4081688,7.5,9.4
11504,4081689,6.9,9.3
11505,4081689,6.5,9
11508,4081699,6.5,8.4
11512,4081700,7.9,8.5
11513,4081703,9.6,12.5
11514,4081703,9.3,11.2
11516,4081707,6.6,11.2
11517,4081707,6.3,7.5
11518,4081707,6,11.1
11519,4081707,6.1,10.9
11521,4081707,6,11.2
11523,4081707,7.6,13.6
11524,4081708,6.6,10
11525,4081708,5.9,7.4
11526,4081708,6.1,9
11527,4081708,6,8.3
11529,4081709,7,10.6
11530,4081709,7,9.8
11531,4081709,7.3,10.7
11534,4081782,7.5,9.4
11535,4081782,6.9,9.9
11536,4081782,7.9,10.6
11538,4081783,10.5,13.2
11540,4081783,9.5,10.2
11541,4081783,8.9,8.8
11542,4081783,10.4,12.4
11543,4081783,9.4,11.5
11544,4081783,7.7,5.4
11545,4081783,7.5,12.1
11546,4081783,7.5,7.9
11548,4081783,8.2,10.3
11549,4081783,8.8,12.9
11551,4081783,8.1,9.7
11552,4081783,7.9,8.8
11553,4081783,8,8
11554,4081783,9.9,11.6
11555,4081783,7.8,11.3
11556,4081783,7.8,10.9
11557,4081783,9.7,9.1
11560,4081785,7,9.9
11561,4081785,7.5,10.1
11562,4081785,7.6,9.8
11563,4081785,7.5,8.6
11565,4081786,6.8,10.8
11566,4081787,6.5,NA
11567,4081787,6.3,8.8
11568,4081787,5.9,8.8
11569,4081789,7.6,7
11570,4081789,9.1,10.9
11572,4081789,NA,NA
11574,4081791,9.5,12.5
11576,4081791,7.2,7
11577,4081791,7.6,9.4
11582,4081794,7,8.1
11586,4234841,7.9,11.1
11588,4234841,7.8,12.4
11590,4234842,6.6,10.2
11591,4234845,6.5,8.7
11592,4234845,6.3,8.7
11593,4234845,5.8,7.9
11594,4234846,9.3,15.3
11596,4234846,9.3,15.1
11597,4234846,12.1,21.4
11601,4234846,9.7,10.5
11602,4234849,7.5,13.2
11603,4234849,6.7,10.5
11606,4235036,8.5,6.4
11607,4235036,7.8,11.8
11608,4235038,6.6,9.2
11610,4264144,NA,NA
11612,4264144,14.2,14.7
11613,4264146,NA,1.2
11614,4264146,NA,NA
11615,4273203,7.2,8.1
11616,4273203,7.2,8.5
11617,4273203,7.1,8.5
11618,4273206,5.9,8.8
11619,4273206,5.6,9.7
11620,4273206,5.6,9.1
11622,4273207,7.1,9.5
11623,4273207,7.3,8.9
11624,4273207,7.3,8.9
11625,4273207,7.4,9.4
11626,4273207,7.2,9.6
11627,4273209,6.9,9.2
11628,4273209,7.1,9.3
11629,4273209,7,10.1
11634,4273212,9.1,15.4
11635,4273212,9.4,15.6
11637,4273212,9.6,14.6
11638,4273212,9.6,13.9
11639,4273216,7.5,8.3
11640,4273216,7.1,9.2
11642,4273216,6.6,11.3
11643,4273216,5.8,10.8
11644,4273217,9.3,13.7
11646,4273217,9.6,14.4
11647,4273217,9.4,14.5
11649,4273217,NA,NA
11650,4273217,NA,NA
11651,4273217,9.3,11.5
11652,4273217,9,12.6
11653,4273230,6,5.9
11656,4273230,6.7,6.4
11658,4273230,NA,NA
11667,4273237,6.6,8.1
11668,4273237,11.3,12.2
11669,4273249,5.6,10.2
11670,4273249,5.1,6.5
11671,4273249,5.5,7.9
11672,4273250,6,8.1
11673,4273250,5.4,8
11674,4273250,5.6,8.3
11675,4273250,NA,NA
11677,4293773,8.1,10.1
11679,4293773,7.5,9.7
11680,4293773,7.9,11.8
11682,4293773,6.8,9.1
11683,4293773,7.4,8.7
11684,4293773,13.2,13.4
11686,4293773,9.2,11.1
11687,4293773,8.1,9.6
11688,4293774,5.3,6.6
11689,4293774,6.4,7.5
11691,4293774,NA,NA
11692,4293774,7.1,7.9
11693,4293774,10.7,13.5
11694,4293774,8.4,11.4
11696,4293775,8.9,7.9
11699,4293779,6.4,8.5
11703,4293779,6.9,16.7
11707,4293779,7.4,16.4
11708,4293779,8.5,18.9
11711,4293779,9.7,19.2
11712,4293780,8,7.8
11714,4293780,8.6,12.6
11715,4295478,9.1,14
11716,4295478,7.2,13.7
11717,4295478,9,13.8
11718,4295478,8.9,12.5
11719,4295478,9.6,13.2
11720,4295478,8.1,11.8
11723,4295479,8,12.8
11724,4295479,9.5,12.1
11726,4295479,9.2,14.3
11728,4295479,9.2,14.5
11729,4295479,9.6,14.7
11731,4295481,6.2,9.2
11733,4295481,6.6,9.1
11734,4295481,6.3,10.2
11735,4295481,5.8,7.4
11736,4295481,NA,NA
11737,4295490,8.8,13.7
11738,4295490,8.7,13.3
11741,4295493,5,6.3
11742,4295493,5.2,6.9
11743,4295494,5.5,7.1
11746,4295495,5.1,9.5
11747,4295495,5.5,6.6
11754,4295507,5,10
11757,4295518,12.4,11.9
11759,4295518,9.2,16.7
11760,4295518,8.9,16
11768,4295538,5.7,7.9
11769,4295538,5.9,8.4
11770,4295538,6.5,7.7
11771,4295539,7.9,11.7
11772,4295539,7.7,10.6
11773,4295539,9.1,9.6
11774,4295539,9.8,12.1
11775,4295539,8.1,12.2
11776,4295539,7.6,9.5
11777,4295539,9,9.8
11793,4295559,6.5,8.3
11794,4295559,6.5,9.4
11795,4295559,6.4,8.4
11796,4295559,6.2,8.7
11797,4296491,NA,NA
11798,4296491,6.2,10.7
11799,4296498,6.7,7.9
11804,4296501,7,9.3
11805,4296501,7.5,9.9
11806,4296502,NA,NA
11807,4296502,10.1,13.1
11808,4296502,7,9
11809,4296502,8.9,9.6
11810,4297150,9.4,15
11811,4297150,9.9,16.4
11813,4297150,9.7,15.9
11814,4297150,9.2,15.5
11815,4297150,9,14
11817,4297150,9.8,13.2
11818,4297150,9.9,13.6
11821,4299952,8,11.3
11822,4299952,8.2,12.5
11823,4299952,7.9,11.2
11826,4301893,8.4,7.6
11827,4301893,8.1,10.1
11828,4301893,8.4,8.8
11829,4301893,14.1,11.8
11832,4301896,9.8,12.8
11834,4301910,7.9,7.6
11835,4301910,7.5,8
11838,4308324,6.2,9.5
11846,4308327,8.4,9.5
11847,4308327,9.4,9
11848,4308328,7.4,8.7
11849,4308328,7.8,9
11850,4308330,8.1,9.7
11851,4308330,9.4,12.1
11854,4308332,4.1,5.9
11855,4308332,5.2,6.8
11858,4308334,6.6,8.6
11861,4308334,6.1,6
11867,4308339,9.1,11.4
11868,4308339,8.4,9.8
11869,4308341,7,7.6
11871,4308341,5.5,6.7
11874,4308343,8.5,10.1
11892,4308355,5.1,6.1
11893,4308355,6.2,7.6
11896,4308684,7.6,9.7
11897,4308684,7.2,8.6
11898,4308684,11,11.1
11899,4308684,8.9,14.2
11900,4308684,7,8.3
11901,4308685,7.6,11.2
11902,4308685,8.5,12.3
11903,4308685,8,11.2
11905,4308686,7.2,10.5
11914,4309551,8.2,8.4
11916,4309551,7.4,11
11917,4309561,7.5,6.4
11918,4309561,5.1,4.9
11919,4309561,7.8,8.9
11920,4309561,3.7,5.5
11923,4311053,10.3,8.9
11924,4311053,10.2,8.6
11925,4311054,8.1,11.5
11926,4311054,7.5,10.8
11928,4311054,6.8,9.9
11934,4312141,7.1,10.5
11935,4312141,7.4,10.1
11936,4312141,6.4,9.4
11937,4312141,6.3,8.6
11939,4312141,6.3,6.9
11940,4312141,6.5,7.2
11941,4312145,NA,NA
11943,4312567,NA,NA
11945,4313467,3.7,9
11948,4313467,NA,NA
11950,4313470,5.6,12.6
11951,4313470,5.7,13.1
11952,4313470,3.3,6.4
11953,4313470,3.2,8
11954,4313472,7.1,10.2
11955,4313472,7.4,10.5
11956,4313472,6.8,9.2
11963,4313479,NA,NA
11971,4313487,5.3,8.1
11972,4313487,5.4,10.9
11973,4313487,5.3,10.7
11974,4313487,5.3,10.3
11976,4313490,5,9.3
11977,4313490,5.3,7.4
11978,4313490,5,9.4
11982,4313492,5.8,10.5
11983,4313495,6.1,10
11984,4313495,6.5,11.7
11986,4313495,6.2,10.2
11987,4313495,6.3,10.6
11989,4313495,6.3,9.9
11990,4313495,6.3,9.4
11992,4313495,6.1,9.6
11993,4313495,5.9,9.4
11995,4313495,5.3,7.8
11996,4313495,5.6,8.8
11997,4313496,5.5,10.1
11998,4313496,5.5,10.1
11999,4313496,5.3,10.2
12000,4313496,5.3,10.7
12001,4313497,6.3,10
12004,4313497,5.9,9
12005,4313499,6.1,9.7
12010,4313527,5.5,8.4
12011,4313527,6.1,10.8
12012,4313527,6.1,11.3
12013,4313527,6.2,9.9
12014,4313527,5.8,10.6
12015,4313527,5.8,11.5
12016,4313527,5.5,10.6
12017,4313527,5.8,10.1
12018,4313530,7.9,10.9
12026,4313546,6.9,9.7
12028,4313546,7.5,9.6
12029,4313546,7.4,9.9
12033,4313573,7.3,11.1
12034,4313574,5.9,8.8
12045,4313581,8.3,11
12046,4313581,8.7,11.3
12047,4313581,7.5,6.5
12048,4313581,8.8,10.1
12049,4313582,NA,NA
12050,4313582,7.3,8.9
12053,4313583,7.5,8.8
12059,4313586,7.4,9.8
12060,4313586,7.6,10.1
12079,4313604,6,8.5
12080,4313604,6.2,7.5
12081,4313604,6.2,7.1
12082,4313604,5.9,8.1
12083,4313604,6.4,8.5
12084,4313604,6.2,6.7
12085,4313604,6.1,8.3
12102,4313612,6.2,8.5
12103,4313612,6.3,7.1
12104,4313613,4.8,7.2
12110,4313614,3.6,5.4
12120,4313621,5.3,9
12121,4313621,5.7,10
12122,4313621,6.3,9
12123,4313621,5.9,7.4
12124,4313621,6.2,7.8
12125,4313621,6.5,9.5
12126,4313621,NA,NA
12127,4313621,5.3,9.6
12128,4313622,6,7.9
12129,4313622,4.9,8.8
12130,4313622,5.1,9.1
12131,4313624,6.1,9.7
12132,4313624,6,8.5
12133,4313624,5.7,8.5
12134,4313624,5.6,9.8
12137,4313625,NA,NA
12138,4313626,NA,NA
12140,4313627,5.9,10.1
12142,4313627,5.8,9.1
12143,4313629,5.9,9.5
12144,4313629,5.8,9.8
12145,4313629,6,10.4
12146,4313630,7.5,8.7
12147,4313630,6.1,10.4
12148,4313633,5.3,9.7
12149,4313633,5,9
12151,4313633,5.3,10.8
12153,4313633,5.5,10.2
12158,4313640,7.2,10.1
12160,4313640,7.3,10.3
12166,4313645,4.4,5.9
12168,4313646,6.7,10.2
12169,4313646,7.2,NA
12185,4313653,7.4,8.7
12188,4313654,7.2,10.1
12193,4313655,7.5,8.4
12194,4313655,7.7,8.9
12195,4313655,7.4,9.1
12196,4313656,5.8,9
12197,4313656,5.6,8.6
12198,4313657,7.5,8.2
12199,4313657,8,10.4
12200,4313678,6.8,9.4
12202,4313678,7.5,8.9
12211,4313679,7.3,11.2
12213,4313679,7.3,10.8
12214,4313679,7.1,11.2
12215,4313679,7.4,1.8
12216,4313680,7.4,9.4
12218,4313680,7.1,8.7
12220,4313680,7.6,9.4
12227,4313687,5.1,9.4
12228,4313687,5.5,9.9
12229,4313688,4.9,7.8
12230,4313688,4.7,7.4
12232,4313688,4.7,7.9
12233,4313688,5.1,6.6
12238,4313696,5.2,11.6
12257,4313708,5.2,8.4
12258,4313708,4.6,6.1
12259,4313708,5.7,8.2
12260,4313709,NA,NA
12266,4313710,5.3,9.2
12271,4313715,5.2,8.6
12272,4313715,5,9.8
12275,4313840,8.4,9.8
12276,4313840,8.3,10.6
12277,4313840,8.2,9.9
12278,4313840,7.7,10.8
12279,4313841,8.9,11
12282,4313844,8.7,11.5
12283,4313844,8.8,10.4
12284,4313844,9.2,14.3
12285,4313844,8,8.4
12289,4313845,6.9,10.1
12292,4313845,8.3,10.2
12293,4313846,7.4,10
12299,4313896,8.4,13.1
12300,4313896,8,11.2
12301,4313896,7.7,11.1
12305,4313900,10,11.8
12306,4313900,9.3,11.6
12308,4313900,8.8,10.6
12309,4313900,8.5,10.1
12310,4313900,8.9,9.1
12311,4313900,7.8,5.4
12313,4313900,7.3,11.1
12314,4313900,7.6,7.8
12315,4313959,6.8,8.4
12317,4313959,7.4,10.5
12318,4313959,7.5,7
12320,4313959,6.7,9.7
12321,4313959,7,7.3
12322,4313965,6.5,8.9
12324,4313965,NA,NA
12325,4313965,6.1,9.1
12327,4313965,6.8,9.7
12328,4313965,6.6,7.8
12331,4313969,6.9,8.4
12332,4313969,6.4,8.1
12338,4314742,NA,1.2
12339,4314798,5.1,8.3
12359,4314931,NA,NA
12360,4314931,NA,NA
12361,4314931,NA,NA
12362,4314931,NA,NA
12363,4314931,NA,NA
12366,4315087,6.2,10.4
12367,4315087,6.5,9.8
12368,4315087,7,9.8
12369,4315087,7,10.5
12370,4315087,6.4,8.8
12371,4315087,6.6,9.2
12372,4315087,7.2,8.5
12376,4315092,5.5,4.9
12378,4315093,7.8,8.5
12380,4315301,7.2,10.1
12381,4315304,7.7,11.2
12382,4315304,7.5,10.4
12383,4315304,7.6,9.4
12384,4315304,7.8,11.1
12390,4315531,NA,NA
12391,4315531,5.3,6.1
12392,4315531,4.5,5.1
12401,4315571,NA,NA
12402,4315572,5.2,6.5
12406,4315750,7.7,10.7
12407,4315750,7.9,11.7
12408,4315750,7.8,10.6
12411,4315779,7.3,8.9
12412,4315779,8.2,12
12413,4315780,8.5,8.9
12414,4315780,8.2,10
12418,4315784,8.4,11.7
12419,4315784,9.5,10.1
12420,4315784,8,8.5
12421,4315784,7.7,10.8
12422,4315786,6.9,10.8
12423,4315786,6.2,9.7
12424,4315786,7.1,9.9
12425,4315787,6.6,9
12426,4315787,7.7,9.3
12429,4315791,7.3,10.5
12430,4315791,7.4,11.1
12431,4315791,7.5,10.2
12436,4315793,8.9,8.5
12437,4315793,9.3,13.6
12438,4315794,8.2,10.3
12440,4315794,7.5,11.6
12441,4315794,8,11.3
12448,4315795,9,11.4
12449,4315798,9.2,11.2
12450,4315798,9.2,11.1
12451,4315798,9.1,13.2
12452,4315798,9,12.1
12454,4315798,9.5,13.5
12457,4315875,5.9,7.6
12458,4315875,6,6.9
12459,4315877,6.5,9.2
12465,4315892,7.5,9.6
12467,4315897,5.4,9.2
12468,4315897,6.1,11.6
12472,4315900,4.5,4.3
12476,4315913,6,7.3
12484,4315919,7.4,11.7
12486,4315919,7.6,12.3
12487,4315919,7.6,11.2
12488,4315919,NA,NA
12491,4315920,6.5,6.9
12501,4315924,6.2,7.5
12503,4315925,4.6,6.5
12504,4315925,4.7,7.1
12505,4315926,7,11.2
12514,4315932,8.9,10.3
12515,4315932,8.6,8
12516,4315932,8.9,8.3
12518,4315932,8.9,7.9
12525,4316004,NA,NA
12526,4316004,NA,NA
12530,4316120,8.5,11.4
12531,4316120,8.1,8.6
12534,4316129,6.2,8.4
12536,4316143,9.2,10
12537,4316143,9.4,10.5
12538,4316144,5.1,9.6
12539,4316144,5.6,8.8
12541,4316145,7.6,9.1
12542,4316145,7.9,8.6
12546,4316173,1.7,1.4
12547,4316175,9.4,9.8
12549,4316175,8.2,11.3
12550,4316175,8.6,10.8
12551,4316179,9.4,13.4
12552,4316179,8.3,12.7
12554,4316180,5,4.6
12559,4316186,6.8,8
12560,4316186,6.6,7.9
12561,4316189,9.4,11.6
12573,4316728,6.1,7.1
12574,4316728,6.2,7.5
12576,4316728,6.8,7.7
12577,4316728,7.6,8.1
12578,4316728,7,7.4
12579,4316729,6.1,8
12581,4316737,7.2,8.9
12582,4316737,6.1,4.4
12583,4316737,6.3,6.5
12588,4316745,4.9,8.5
12589,4317880,7.5,9.5
12597,4319659,6.9,11.5
12598,4319659,7.4,7.7
12599,4319659,7.9,10
