"id","osm_id","width","widthpath"
18792,25777179,1.8,1.9
18795,25777181,8,13.5
18800,25824766,7,9.4
18801,25824766,6.9,9.6
18802,25824766,7.1,7.6
18803,25824766,6.9,5.7
18804,25824771,5,8.3
18813,25824904,5.1,6.3
18816,25824940,3.7,6.4
18818,25824958,4.8,2.8
18824,25825011,6,7.4
18844,25870435,4.9,7.6
18852,25873259,7.1,8.9
18853,25873259,7,9.6
18854,25873259,6.9,9.4
18856,25873286,4.7,6.6
18858,25873346,8.3,12.2
18860,25873346,8.4,10
18861,25873346,8.8,9.2
18862,25873346,8.9,9.4
18864,25873346,8.1,9.8
18866,25873346,7,8.5
18867,25873346,7.3,7.7
18868,25873913,6.2,7.5
18869,25873913,5.7,6.2
18871,25873920,6.9,7.3
18872,25873920,7,9.5
18873,25873959,7,10.3
18878,25874055,5.7,7.2
18879,25874055,6,6.6
18880,25874055,6.4,6.5
18883,25874055,5.5,4.7
18884,25874055,5.8,5.1
18885,25874055,5.7,8.1
18886,25874063,7.5,9
18888,25874063,6.9,8.7
18890,25874063,6.9,7.7
18896,25874119,7.1,7.9
18897,25874119,7.5,7.7
18898,25874119,7.4,9.5
18899,25874149,6.8,8.5
18900,25874149,7.9,7.3
18901,25874149,7.7,10
18902,25874169,7.4,8.4
18903,25874169,7.9,9.6
18906,25875561,7.9,10.5
18907,25875561,8.6,11.3
18908,25875561,8.7,11
18909,25875561,7.9,10.6
18910,25875561,7.6,8.7
18911,25875589,7.8,8.7
18913,25875589,NA,NA
18914,25875589,7.2,10.7
18915,25875592,4.8,7.9
18917,25875592,4.9,7.8
18918,25875630,5.1,10.3
18919,25875630,4.7,9
18920,25875630,5.8,8.5
18922,25875630,5.8,10
18923,25875638,5.9,9.8
18926,25875648,7,8.5
18934,25875665,6.9,9.4
18935,25875665,6.3,8
18936,25875665,5.3,8.7
18945,25875754,7.2,10
18946,25875754,7.4,11.3
18947,25875754,7.2,10.6
18948,25875800,7.6,7
18949,25875800,7.5,9.7
18950,25875800,7.7,9.8
18955,25875844,3.8,6.2
18958,25875845,4.9,7.8
18959,25875853,7,9
18962,25875853,6.5,11
18968,25875859,4.9,6.3
18970,25875859,7.4,8.5
18971,25875859,6.9,10.5
18972,25875907,7.2,11
18973,25875907,7.4,10.6
18977,25876060,7.4,9
18978,25876117,7.8,8
18979,25876117,7.6,8.4
18981,25876118,5.7,8.2
18984,25889971,7.4,9.7
18985,25889971,7.5,8.9
18987,25889971,7,7.4
18988,25889971,7,8.9
18990,25889971,7.5,11.2
18991,25889971,7.4,9.5
18995,25890011,6.9,8.9
18996,25890011,6.8,8.8
18997,25890011,6.9,9
19005,25890080,5.8,9.9
19006,25890080,6.2,9.6
19007,25890080,5.9,NA
19009,25891201,5.5,9.1
19021,25891656,5.6,8.6
19023,25891656,6.5,9.3
19024,25891656,7.4,11.2
19025,25891656,5.9,6.5
19026,25891729,7.2,8.1
19027,25891729,5.2,7.9
19031,25891773,NA,1.5
19032,25891773,NA,1.4
19033,25891773,NA,NA
19034,25891773,3.2,4.7
19035,25891791,8.1,11.8
19036,25891791,7.7,9.4
19037,25891791,6.3,7.6
19038,25891791,7.3,6.9
19039,25891791,6.6,5.1
19040,25891791,6,7.7
19044,25951192,6.7,9.3
19045,25951192,7.2,9.9
19048,25972805,6.3,8.4
19049,25972805,6.4,8
19051,25972819,6.3,9.3
19054,25974342,7.1,8.2
19055,25974342,7.2,7.9
19056,25984093,7.8,11.4
19057,25984093,7.6,9.7
19061,25996625,7.4,8.1
19063,25996625,3.9,4.7
19065,25996708,5.4,8.8
19066,25996708,5.3,6.9
19069,25996848,4.1,6.1
19070,25996848,7.8,8.6
19071,25996848,8.5,11
19072,25996874,7.2,9.7
19073,25996874,6.7,7
19074,25996894,6.4,7.9
19076,25996894,5.8,7.9
19079,25997054,8.9,10.9
19080,25997054,11.7,12.9
19081,25997102,5.8,7.6
19082,25997102,7.3,8.8
19083,25997102,7,5.6
19084,25997102,8.4,11
19089,25997119,8.3,10.5
19090,25997119,6.2,8.1
19091,25997119,4.3,5.7
19092,25997163,NA,NA
19094,25997168,6.1,8.6
19096,25997168,10,1.4
19098,25999476,7.4,9
19099,25999476,6.8,8.4
19101,25999476,6.2,7
19102,26028369,7.4,11.1
19103,26028369,7.2,9.8
19104,26028378,7,11
19106,26028378,7.2,8.7
19107,26028378,7.3,8.6
19108,26028378,7.3,9.7
19109,26028576,7.2,8.5
19110,26028576,7.4,9.6
19116,26030154,7.4,10
19118,26030154,7.4,10.5
19121,26030154,7.1,8.3
19122,26030154,7.3,8.8
19127,26030429,8.5,NA
19128,26030429,9.3,11.4
19129,26030429,8.9,12.5
19131,26030429,2.7,8
19132,26030429,8.7,14.8
19133,26030429,7.8,14.4
19134,26030565,4.8,6.3
19137,26053798,8,11.2
19138,26053798,8.1,10.3
19139,26053798,8.1,11.1
19140,26053798,7.7,10.3
19146,26114790,5.9,9
19147,26114790,5.5,7.7
19148,26114790,NA,NA
19149,26114790,NA,NA
19150,26114869,5.6,5.8
19151,26114869,6,6.5
19152,26114987,7,8.6
19166,26115307,5.7,9.6
19167,26115307,5.9,10.6
19169,26115307,5.8,9.8
19170,26115307,5.5,8.8
19171,26115307,5.6,10.2
19185,26119346,5,7.6
19192,26119389,6.6,10.3
19193,26119389,6.4,9.7
19194,26119389,6.3,11.5
19198,26119405,5.2,7.1
19210,26119443,5.5,7.6
19211,26119443,5.3,7.8
19212,26119443,6.5,9.7
19213,26119443,6.2,8.3
19214,26119443,6.1,8.9
19215,26119480,NA,NA
19217,26119492,5.7,8.3
19219,26119520,7.7,9.7
19220,26119520,NA,NA
19221,26119520,6.6,8.2
19222,26119520,6.9,9.6
19223,26119520,6.6,9.3
19226,26133598,4.6,6.9
19236,26133624,5.7,5.7
19241,26133633,8.9,10.6
19246,26133656,4.5,NA
19247,26133656,4.3,4.3
19249,26133656,5.7,7.9
19250,26133656,6,6.2
19251,26133656,6.4,7.7
19253,26133656,5.6,8.7
19255,26133656,5.5,6.2
19257,26133656,6.9,9.5
19258,26133656,6.4,6.7
19259,26133656,6.9,9.4
19260,26133656,6.9,9.1
19261,26133656,6.6,8
19262,26133656,6.2,7.5
19269,26133674,7.2,9.4
19270,26133674,7.5,9.6
19271,26133674,7.3,8.6
19272,26133674,6.7,7.6
19273,26133674,7.6,9.3
19277,26133689,5.5,5.4
19278,26133689,7.3,9
19280,26133698,7.1,9.3
19284,26133698,7.7,9.9
19286,26133698,7.5,10.8
19291,26133720,5.7,7.7
19294,26133727,5.7,7.8
19295,26133727,4.4,5.2
19297,26133727,7.5,9.3
19298,26133727,8.4,10.3
19299,26133727,8.1,9.7
19301,26133727,5.3,6
19302,26133727,5.4,6.3
19314,26138505,8.8,11
19315,26138505,8.3,10.2
19316,26138511,5.3,7.9
19317,26138511,6.8,8.1
19327,26138611,NA,NA
19328,26138615,NA,NA
19329,26138615,NA,0.8
19331,26138615,NA,1.7
19332,26138615,NA,NA
19334,26138615,NA,NA
19335,26199283,NA,NA
19348,26230216,6.9,7.7
19351,26230244,4.7,6.2
19356,26230298,4.4,6.7
19357,26230298,NA,NA
19361,26230308,4.9,6.4
19362,26230315,6.7,8.7
19366,26230319,7.4,9.4
19367,26230324,4.4,6.6
19368,26230324,8.1,8.3
19371,26236081,NA,NA
19372,26239789,NA,NA
19373,26239789,NA,NA
19376,26239824,2.6,5.9
19377,26239824,NA,NA
19381,26243750,3.3,3.3
19391,26259262,6.4,8.6
19392,26259262,5.8,6.7
19393,26259262,5.2,5.4
19401,26390045,7.8,12.1
19402,26390045,7.2,11.4
19403,26390045,7.9,12.3
19404,26390045,7.8,12.1
19406,26390045,8.3,12
19409,26390125,7.5,11.8
19412,26390255,6.9,NA
19433,26454701,9.2,13.8
19434,26454701,10,9.9
19435,26454701,6.9,9.8
19439,26470726,6.2,8.6
19444,26471476,12.8,17
19445,26471476,11.9,15.4
19446,26471476,12.7,17.7
19447,26471476,12.2,17.3
19448,26471476,12.2,17.2
19449,26471476,13,19.4
19450,26471476,12.3,19.2
19457,26583556,6.4,9.7
19459,26583556,6.9,10
19460,26583560,7.1,11.5
19462,26583560,7.2,9.6
19463,26583562,6.1,11.5
19466,26583571,7.7,12.1
19467,26583571,7.3,12
19468,26583571,6.3,10.5
19469,26583571,5.3,10.1
19471,26583586,NA,NA
19472,26583586,7.4,NA
19473,26583586,7.3,8.9
19476,26583588,6,8.7
19478,26583631,5.3,5.7
19479,26583631,5.4,7.6
19480,26583633,5.5,9
19481,26583633,5.6,10.5
19482,26583633,5.6,9.5
19486,26583679,6,9
19487,26583687,7.4,9.9
19488,26583687,7.5,10.8
19489,26583687,7.5,10.3
19490,26583691,6.5,12.2
19492,26583691,6.3,10.6
19495,26583691,6.8,11.3
19496,26583691,6.7,9.2
19497,26583691,6.1,10.4
19498,26583719,5.6,7.9
19499,26583719,5.8,8
19501,26583727,5.9,8.8
19502,26583743,7.1,10.6
19503,26583743,7.3,11.2
19505,26583743,7.7,11.2
19507,26588305,6.2,1.6
19536,27018240,8.4,10.2
19538,27018301,NA,NA
19539,27018301,2.4,NA
19543,27035589,6.1,7.3
19544,27035749,11.5,11.6
19545,27035749,7.4,15.8
19547,27035926,NA,NA
19550,27035926,NA,NA
19555,27036242,6.5,9.8
19559,27036254,10.4,15.7
19561,27036254,4.6,9.1
19570,27036337,NA,12.6
19571,27036337,2.3,10.1
19574,27036337,2.5,6.8
19577,27036337,NA,NA
19579,27119875,3.2,NA
19586,27196126,7.5,10.1
19588,27196126,7,10.6
19589,27196127,7.5,9.2
19590,27196127,6.5,9.5
19591,27196129,7.5,10.6
19592,27196129,7.4,9.2
19593,27196131,10,11.6
19594,27196131,6.4,8.2
19596,27196132,6.5,7.2
19597,27196132,6,8.4
19598,27216977,6.9,5.8
19602,27280154,7.2,9.6
19604,27288859,8.7,7.4
19607,27288998,NA,NA
19608,27288998,7.2,11.2
19624,27375921,7.1,7.9
19644,27376213,5.2,9
19645,27376213,6.1,9.5
19646,27376213,5.7,6.6
19647,27376294,8.8,10.6
19648,27376294,9.2,11.4
19649,27376294,9.5,12.2
19650,27376294,9.1,10.1
19651,27376294,8.2,6.7
19653,27376294,9.2,11.1
19664,27376489,7.2,8.7
19666,27376489,7.5,9.9
19668,27376490,5.5,6.3
19670,27376490,3.9,3.7
19671,27376490,4.2,4.4
19672,27376490,4.5,5
19673,27376490,3.6,5.5
19674,27376490,5.3,11
19675,27376490,6.1,10.8
19677,27376490,5.8,8
19678,27376490,5.9,8.7
19679,27376490,5.5,8.5
19680,27376667,8,15.1
19682,27376667,7,14.4
19704,27429917,8.4,6.3
19705,27488467,8.2,19.8
19706,27488467,NA,NA
19712,27510207,7.2,9.6
19713,27510207,6.3,9.8
19727,27582215,NA,NA
19728,27582215,NA,1.9
19730,27582215,11.6,8.3
19733,27624049,6.6,7.4
19735,27624049,8.8,12.9
19736,27624049,9,12.5
19737,27624049,7.7,7.1
19738,27624049,7.9,9.1
19739,27624049,8.2,9.5
19740,27624049,8.8,9.7
19741,27624049,9.1,12
19742,27624049,9,11.2
19743,27624049,7.2,8.8
19744,28035144,5.4,8.1
19751,28508782,9.3,10.8
19753,28508782,9,11.3
19762,28509390,5.5,8.1
19763,28509392,5.7,7.3
19764,28509392,5.4,8.1
19765,28509392,5.6,7.9
19767,28509392,5.5,7.8
19768,28509393,10.3,15.8
19769,28509393,10.3,15.8
19770,28509393,10.6,13.7
19771,28509393,10,12
19772,28509393,10.1,13.1
19773,28509393,9.6,11
19774,28509393,8.4,6.7
19777,28509393,10,14.7
19780,28509393,9.7,13.3
19781,28509394,5.4,10
19782,28509394,5.3,9.4
19783,28509394,5.2,9.2
19784,28509395,7.1,10.6
19785,28509395,5.5,5.3
19786,28509396,7.7,10.7
19787,28509396,7,6
19788,28509396,7.3,8.2
19790,28509396,8.2,9.6
19791,28509400,5.3,6
19792,28509400,4.9,6.7
19793,28509400,5.1,9.7
19796,28509400,5.2,9.6
19797,28509400,5.2,8.3
19808,28509409,7.7,10.2
19815,28684147,NA,NA
19816,28684147,NA,NA
19817,28684147,NA,NA
19818,28684147,NA,NA
19837,28904713,5.8,7
19840,28904770,5.1,7
19841,28904979,6.8,8.1
19842,28904979,5.5,7.5
19847,28904979,5,9.2
19849,28904979,6.2,10.7
19850,28904979,4.8,9.2
19851,29005321,5.8,9
19852,29005321,4.3,6.1
19854,29005514,6.7,9.8
19856,29005657,6.6,9.2
19857,29005657,6.5,8.5
19858,29005753,6.2,7.4
19859,29005753,8.7,8.5
19864,29014714,6.8,9.5
19867,29015025,5.4,5.3
19868,29066101,6.1,10
19869,29066101,NA,NA
19891,29471618,6.2,9
19896,29471768,NA,NA
19903,29472031,NA,NA
19914,30053169,5.5,4.9
19919,30216872,8.6,18.7
19920,30216874,10.9,10.5
19921,30216874,9.5,12.9
19922,30622618,7.1,8.9
19924,30622618,7.6,10.3
19927,30622618,7,9.4
19932,30651666,5.7,7.9
19938,30651989,NA,NA
19959,30661720,5.7,6.7
19960,30661732,7.9,8
19962,30661732,6.3,9.9
19963,30661732,8,9.5
19965,30661732,6.6,8.9
19966,30779270,NA,NA
19969,31525755,6.3,8.6
19970,31714620,7.7,11.3
19971,31714620,7.4,10.8
19972,31714620,6.9,10.1
19973,31714620,6.9,9.6
19982,31719064,8.7,15.3
19983,31719064,9.1,14.4
19984,31719334,8.8,10.5
19985,31719334,11.8,10.3
19986,31719334,9.4,11
19987,31719334,7.6,11.8
19988,31719334,8,9.1
19989,31719334,8.5,7.6
19991,31719334,8.7,9.8
19994,31726813,8.2,12.5
19996,31727028,14.4,16.7
20001,31753841,9.6,14.2
20003,31753904,NA,NA
20005,31753907,11.4,13.5
20007,31753922,NA,NA
20009,31753922,NA,NA
20012,31754008,7.2,10.4
20013,31754008,7.1,10
20014,31754071,2.2,11.4
20018,31794086,5,5.6
20021,31794103,8.7,10
20025,31794103,8.3,7.6
20028,31822669,5.4,6.4
20029,31822669,4,4.2
20030,31822669,NA,NA
20031,31822670,7.1,7.6
20032,31822670,7.3,7.2
20033,31822670,7.3,7.3
20034,31822670,7.4,7.3
20036,31822671,8.1,9.8
20037,31822671,10.5,15.5
20050,31846242,5.6,5.4
20053,31846464,7.7,12.9
20071,31846581,5.5,10
20073,31846581,5.4,9.3
20074,31846581,5.7,9.6
20075,31846621,8.2,12.5
20076,31846621,8.3,12.9
20077,31846621,7.9,12
20078,31846621,8.2,11.3
20085,31846650,7.3,10
20086,31846650,6.6,6.3
20088,31846650,7.3,10.4
20090,31846670,2.3,2.3
20092,31846677,NA,NA
20097,31957457,6.6,7
20098,31957457,6.6,6.2
20099,31957457,6.4,7
20100,31984935,NA,NA
20101,31984935,2.8,2.5
20103,31984937,5.9,8
20104,31984937,5.2,8.7
20119,32023182,7.4,10.7
20120,32023182,7.9,11.9
20121,32023182,NA,NA
20123,32023182,7.4,8.2
20124,32023182,7.5,9.2
20125,32023182,8,10.8
20126,32023182,7.6,11.1
20127,32023182,6.3,9.5
20135,32024083,6.8,7.1
20137,32024083,6.8,8.2
20146,32024235,5.4,6.5
20147,32024235,5.9,6.6
20148,32024235,5.7,7
20153,32024686,6.8,14.2
20180,32229339,13.8,18.8
20184,32260878,NA,NA
20186,32260878,7,12.4
20188,32260878,6.3,9.5
20189,32260878,5.9,8.9
20190,32339453,9.5,12.2
20191,32339453,12.9,12.7
20200,32481845,6.5,8.4
20207,32481885,2.3,2.2
20246,32481922,5.8,12.1
20260,32481979,NA,NA
20262,32481979,NA,NA
20263,32481979,NA,NA
20264,32481979,NA,NA
20267,32481982,NA,NA
20268,32512496,8,11.7
20271,32516199,NA,NA
20272,32516199,NA,NA
20276,32558033,8.2,10.1
20277,32558033,8,12.3
20278,32558033,8,12.2
20279,32558033,8.6,11.2
20280,32558034,2.6,2.5
20282,32558034,2.4,2.3
20285,32606701,7.7,9.9
20298,32663783,5.5,7.9
20299,32663783,6.5,4.8
20337,32846119,10.8,23.4
20340,32846121,11.4,15.6
20344,32846135,10.7,12.4
20345,32846135,7.3,18.8
20346,32846139,10.4,13.8
20347,32846139,8.4,26.1
20348,32846139,7.8,22.3
20350,32846141,8,18.2
20355,32846143,8.7,11.6
20356,32846143,8.1,15.3
20358,32846145,11.5,15.7
20359,32846146,6.6,11.1
20361,32846146,6,8.1
20362,32846146,7.1,11.7
20363,32846146,7.2,10.5
20367,32846148,5.3,6.9
20369,32846149,NA,NA
20371,32846152,7.7,10.9
20373,32846152,8.7,11.7
20374,32846152,8.6,12.4
20375,32846152,8.6,12.9
20376,33129914,22.2,14.3
20378,33174842,3.9,4.4
20380,33174843,NA,3.7
20383,33174843,NA,13.7
20384,33174843,NA,9
20396,33685164,14.1,21.6
20399,33711215,12.1,16.4
20400,33711215,NA,NA
20403,33711217,18,21.3
20408,33711222,7.4,14.5
20413,33720048,9.7,12.9
20414,33720048,10.2,15.3
20415,33720048,10.4,16.2
20416,33720049,7.9,15.2
20420,33720049,6.8,8.9
20430,33720053,14,13.4
20433,33720053,15.2,15.2
20441,33720057,NA,NA
20442,33720058,10.7,14.9
20448,33720383,24.2,1.9
20450,33720385,20.6,21.4
20452,33720595,9.8,7.9
20454,33720595,4.7,5.7
20455,33720596,11.3,14
20460,33720596,11.8,15.5
20462,33876706,10.3,9.8
20464,33876706,9.6,11.9
20465,33876706,9.3,13.5
20466,33876706,9.6,14.2
20469,33876706,8.8,12.4
20471,33876706,9,13
20472,33876706,8.8,12.3
20473,33876706,8.5,12.1
20474,33876706,8.1,12.9
20475,33876706,8.2,8.3
20476,33876706,8.6,9.5
20477,33876706,9.4,9.9
20478,33876706,10.3,12.3
20480,33876706,10.2,11.9
20482,33876706,9.5,11.2
20486,33999382,6.2,7.8
20490,34508911,NA,NA
20491,34508911,NA,NA
20497,34508994,9.8,2.3
20502,34639891,5.7,9.4
20504,34639891,6.3,8.7
20505,34639891,6.3,9.5
20510,34639898,8.8,7.2
20516,34639901,11.1,17.2
20517,34639903,11,14.7
20521,34639905,12.6,13.3
20524,35735342,8.7,10.5
20526,35735343,NA,NA
20527,35735343,NA,NA
20528,35735343,14,17.3
20529,35735343,13.5,17
20539,35735374,7.2,9
20551,36928556,7.3,9.9
20552,36928556,7.3,7.5
20557,36990479,14.6,18.2
20562,36990559,7.5,9.6
20564,36990559,6.6,11.6
20574,36991181,7.8,9
20578,36996524,8.9,9.7
20585,36996687,11.1,11.9
20586,36996687,10.7,14.1
20588,37002027,5.4,12.6
20589,37002027,8.1,10.5
20590,37002027,8.8,12.4
20592,37002027,8.3,11.2
20594,37031480,8.6,12.8
20596,37031828,6.1,6.7
20605,37032066,15.4,18.3
20606,37032066,6.7,11.5
20609,37033424,NA,NA
20618,37222933,7.6,14.7
20621,37222934,9.1,13.2
20624,37222934,7.2,16.7
20628,37281216,10.5,16.8
20631,37281237,12.8,15.8
20633,37281237,13.2,15.9
20648,37282832,NA,NA
20650,37282864,13.3,11
20651,37282864,14,14.6
20654,37283065,12.2,13.3
20655,37283090,NA,NA
20657,37283090,13,23.6
20659,37283282,9.8,12.6
20660,37283365,10.9,15.8
20661,37283365,10.2,14.5
20662,37283365,11.5,14.6
20666,37283748,8.7,13
20669,37354484,10.7,13.4
20671,37354484,11.2,13.8
20672,37354486,8.6,9.6
20673,37354486,8.9,10.5
20675,37354486,8.4,11.6
20677,37354486,9,7.6
20678,37354492,12.1,14.5
20680,37354492,12.2,15.6
20681,37354492,11.9,19.8
20682,37354492,12.1,17.6
20683,37354492,8.5,9.1
20685,37354492,10.1,8.4
20686,37354492,12.7,14.4
20687,37354492,13.3,14.2
20693,37354494,9.5,10.2
20694,37354494,7.1,9.3
20695,37354494,8.4,8
20696,37354494,8.2,8.5
20697,37354494,8.3,8.2
20698,37354494,8.4,7.7
20700,37354494,6.6,6.8
20701,37354494,6.2,5.7
20702,37354494,8.8,9
20705,37354496,10.1,11.9
20708,37354496,14.9,14.8
20710,37354496,9.1,7.4
20718,37354502,11,13.3
20723,37372355,12.3,13.8
20751,37851832,3.3,3.5
20753,37876561,5.5,9.3
20754,37876561,9.5,10.5
20755,37876561,6.2,NA
20759,37876562,NA,NA
20760,37876564,NA,NA
20761,37876564,NA,NA
20764,37876566,NA,NA
20769,37876569,NA,NA
20778,37876579,NA,NA
20781,37878140,NA,NA
20790,37886936,6,8.2
20793,37919361,NA,3.4
20794,37919361,NA,3.7
20795,38240740,5,6
20796,38240740,4.3,5.9
20797,38240740,4.5,5.7
20801,38241516,7.4,11
20802,38241516,7.4,12.2
20803,38241516,7.1,11.9
20804,38241516,7.1,11.6
20819,38241671,9.7,11
20821,38241671,9.9,11
20822,38241671,8.8,10.1
20823,38241677,5.8,8.2
20824,38241677,7.7,12.5
20825,38241682,8.9,11.5
20826,38241682,8.7,10
20827,38241682,8.5,13.2
20829,38696435,7.4,12.1
20830,38696435,7.3,13.7
20831,38696435,8,14.3
20832,38696435,8.4,13.1
20833,38696435,10.5,15.6
20836,38696435,8.5,12.7
20837,38696435,6.7,11
20838,38696435,6.1,9.8
20839,38696435,6.5,11.4
20841,38696435,6.9,14.4
20842,38696435,7.3,10.4
20844,38696437,12.2,14.5
20848,38696934,14,1.3
20849,38934083,NA,NA
20850,38934083,NA,NA
20851,38934083,NA,NA
20852,38934083,NA,NA
20855,38934173,9.4,11.1
20856,38934173,9.1,12.4
20858,38934173,8.1,10
20867,39019570,10.4,13.6
20868,39019570,10.6,10.1
20869,39019570,11.5,13.4
20870,39019570,10.9,13
20872,39019956,NA,NA
20873,39019957,9.3,11.6
20874,39019957,11.2,16.4
20875,39019957,10.5,13.1
20876,39020683,10.7,1.9
20879,39020684,8,13.8
20882,39020688,7.7,10.9
20886,39020689,NA,NA
20888,39020690,8.7,10.9
20889,39378712,3.8,6.8
20890,39378712,NA,NA
20891,39597790,9.7,9.3
20893,39597790,10.8,14.6
20894,39597833,13.5,9.1
20895,39597833,16.5,18.5
20896,39597833,13.9,16.5
20902,39818251,4.4,8.4
20903,39818251,5.2,5.6
20904,39818251,6.3,8.7
20906,39818258,5,8
20916,39818268,6.6,8.2
20917,39946057,7,10.1
20918,39946057,7.3,9
20919,39946057,7.4,10.9
20920,39946057,7.1,10
20921,40439946,NA,NA
20924,40442237,12.5,13.6
20925,40442237,8.1,12.1
20926,40442237,8.2,12.7
20927,40442237,8.5,13.3
20929,40442237,8.1,13
20930,40442237,NA,NA
20931,40442237,8.2,10.5
20933,40442237,8.3,12.5
20934,40442237,8.2,12.9
20935,40442237,8.3,10.3
20936,40442237,8.8,13.4
20937,40442237,8.3,14.7
20939,40442237,7.4,7.6
20941,40442244,4.8,7
20949,40443769,4.9,7.9
20950,40443769,4.9,6.9
20963,40443781,5.2,7
20964,40443781,5,6.7
20965,40443781,4.9,5.8
20966,40443781,4.8,5.8
20967,40443781,4.9,6.5
20970,40443781,4.9,6.3
20974,40443783,4.8,7.3
20999,40554581,13.9,14.5
21003,40554731,13.8,15.9
21004,40554731,NA,NA
21006,40554731,NA,NA
21010,40600013,5.1,8.3
21011,40600013,4.9,6.6
21062,40780426,4.8,6.6
21063,40780426,4.8,9.1
21064,40780426,4.8,5.8
21070,40780756,9.2,15.1
21085,40781622,6.8,10.4
21086,40781624,5.5,7.1
21087,40781624,5.3,6.3
21089,40781624,5.6,0.1
21091,40781624,5.5,11.7
21097,40781653,5.1,10.4
21112,40783399,5.2,7.4
21113,40783399,4.7,5.3
21123,40784128,4.9,6.8
21124,40784128,4.8,6.9
21139,40784137,4.8,7.3
21140,40784137,4.8,5.4
21141,40784137,4.8,7.7
21142,40784137,4.9,8
21143,40784137,4.8,6.4
21145,40784137,4.8,6.4
21162,40784148,4.7,7.6
21163,40784148,5.5,6.9
21164,40784148,4.9,7.9
21166,40784148,4.8,7.4
21167,40784148,4.9,7.1
21169,40784149,4.5,4.1
21170,40784149,4.8,5.6
21171,40784149,4.8,5.6
21172,40784149,5,4.6
21173,40784149,4.7,6
21187,40784696,4.6,5.7
21189,40784696,5.1,7.7
21192,40784696,5.1,5.9
21193,40784696,4.9,7.5
21200,40784878,5,7.9
21217,40784882,6,10.4
21236,40784883,4.8,7.3
21237,40784883,4.7,4.7
21238,40784883,4.9,4.5
21269,40786394,5.1,8
21270,40786394,5,7.8
21276,40786395,4.5,9.9
21277,40786397,4.5,7.9
21278,40786397,4.8,4.7
21279,40786397,5.3,8.8
21281,40786397,5.1,10.9
21284,40786400,5,8.2
21285,40786400,4.9,7.7
21291,40786403,7.2,7.6
21293,40786403,6.4,10
21295,40786403,6.9,8.9
21296,40786403,6.6,10.1
21297,40786403,7.1,9
21302,40786407,5,6.9
21303,40786407,4.8,6.9
21307,40786745,5.5,9.2
21308,40787211,4.8,9.6
21312,40787231,4.9,9.3
21313,40787231,4.8,9.3
21314,40787231,4.6,4.6
21315,40787231,5.2,6
21316,40787231,4.7,5.1
21327,40787746,5,7.3
21328,40787746,7.1,9.1
21329,40787746,6.1,9.9
21331,40787746,4.5,6.8
21332,40787746,4.7,7.6
21333,40787746,5,5.4
21335,40787746,NA,NA
21336,40787746,5.2,7.6
21337,40787746,5,6.2
21338,40787746,4.4,5.4
21339,40787746,5.1,6.9
21340,40787746,5.7,8.6
21343,40788863,8.3,12.4
21344,40788863,6.7,8.7
21347,40788876,11,11.7
21348,40788876,8.1,10.3
21349,40788876,7.2,8.8
21350,40788876,7.9,9.5
21351,40788876,7.8,11.2
21355,40788877,7.8,11.7
21356,40788877,9,13.5
21359,40788884,4.8,NA
21363,40788884,4.9,7.4
21368,40788888,4.7,7.2
21369,40788893,5,7.2
21370,40788893,5.2,7.6
21371,40788893,4.9,7.6
21372,40788894,4.8,7.8
21380,40788903,4.9,11.3
21382,40788903,4.9,8.8
21383,40788903,4.6,9.4
21384,40788903,4.8,9.7
21385,40788903,4.6,9.5
21386,40788903,4.9,9.9
21387,40788903,5,9.3
21400,40797439,6,8.1
21401,40797439,8.8,12
21402,40797439,10.2,12.2
21404,40797439,5.1,6.3
21412,40810106,NA,NA
21414,40810106,2.4,3.7
21415,40810106,5,4.7
21416,40866099,6.5,11.9
21418,40870575,6.3,7.9
21420,40870588,3.9,3.7
21421,40870588,4.2,5.2
21423,40977480,5.8,0.3
21424,40977481,NA,NA
21425,40977481,NA,NA
21426,40978886,NA,NA
21432,40978886,7.4,10.1
21433,40978886,7.6,9
21434,40978886,7.2,8.5
21446,41554114,9.9,12.8
21447,41554114,8.8,12
21448,41554124,5.6,7.9
21453,41931706,9.7,12.5
21454,41931706,NA,NA
21455,41931706,12.3,14.9
21463,42110805,7.7,14.5
21482,42240227,4,9.6
21483,42240227,9.5,13.1
21484,42240227,9.9,13.1
21485,42240227,10.7,12.7
21486,42240227,10.4,12.4
21487,42240227,9.7,11
21488,42240227,10.7,14.6
21489,42240227,9,10.7
21490,42240227,8.8,11.2
21491,42240227,9.2,11.2
21507,42240237,9.9,12.6
21508,42240237,9.7,13.1
21511,42240239,3.3,11.4
21513,42240240,5.2,8.9
21514,42240240,4.8,10.9
21515,42240240,4.9,10.5
21524,42240246,8.5,9.7
21531,42240248,5.4,7.6
21535,42240255,6.2,8.1
21536,42240255,6.3,7.6
21537,42240255,6.3,10.2
21538,42240255,6.3,9.1
21539,42240255,NA,NA
21544,42240256,6.2,9.8
21545,42240256,5.9,6.5
21552,42240257,5.8,7.1
21555,42279686,9.7,11.7
21556,42279686,9.3,14.2
21558,42279686,9.7,11.1
21559,42422618,9.2,13.4
21560,42422618,9.4,13.7
21561,42422618,9.1,12.8
21562,42422618,9.4,11.8
21563,42422619,9,15
21565,42422619,9.4,11.2
21567,42422619,9.5,8
21568,42422619,9.4,16.4
21570,42422619,9.3,14.9
21579,42422620,8.9,18.3
21583,42422620,10.4,13.1
21584,42422620,9.9,12.9
